Aegean Islands,0.1089312,0.1456318,-0.0150993,-0.0485772,0.0078557,-0.0169543,0.0023955,-0.0002853,-0.0010114,0.0171252,0.0039015,0.0024222,-0.001106,0.0022941,-0.0144559,-0.0016416,0.0078891,0.0007809,0.004017,-0.0034092,-0.0053648,-0.000325,0.000097,-0.000349,-0.0035638
Baltics,0.1331392,0.1115772,0.0869626,0.0814905,0.0394509,0.0289589,0.010909,0.0152689,-0.001502,-0.0309567,-0.0012592,-0.0117922,0.0207173,0.0231909,-0.0092232,0.0009537,0.0014586,-0.0006588,0.0011464,0.0032833,-0.0010385,-0.0039489,0.0066451,-0.0046611,0.0015467
Basque,0.1300797,0.1500746,0.0562807,0.0108339,0.055916,0.0018379,-0.0021617,0.0014753,0.0297896,0.0422644,-0.0060168,0.011308,-0.0222862,-0.0172722,0.0154236,0.001423,-0.0060525,0.0022283,-0.0011919,-0.0028569,0.0086289,0.001427,-0.0077925,-0.009031,0.0014908
Eastern Europe & Russia,0.1296817,0.1118878,0.0732745,0.0630605,0.0343851,0.0220287,0.009727,0.0126838,-0.0021387,-0.0236052,-0.0005246,-0.0088807,0.0162435,0.0197915,-0.010453,-0.0020351,0.0014647,-0.0010097,0.0013311,0.0009157,-0.0026354,-0.0032306,0.0045406,-0.0032831,0.000043
England & Northwestern Europe,0.1318551,0.137043,0.0617883,0.044013,0.0392299,0.0167481,0.0049845,0.0057448,0.0052637,0.0056781,-0.0047691,0.0056161,-0.0125892,-0.0103507,0.0206153,0.0035521,-0.0103689,0.004094,0.003685,0.0029619,0.0059369,0.0034036,-0.0032693,0.0137938,3.16e-05
Finland,0.1297493,0.0862668,0.0903451,0.0780944,0.0302893,0.0227278,0.008918,0.0144536,0.0039484,-0.0249804,0.0045596,-0.0065976,0.0136426,0.0054458,0.0012083,0.0011304,-0.004139,-0.0000718,-0.0003942,0.0038116,0.0084113,-0.0000974,0.001627,0.0072859,0.0030062
France,0.1271545,0.1459805,0.0467877,0.006351,0.0460563,0.0019584,0.0006677,0.0024221,0.0194369,0.0298757,-0.0030903,0.0079203,-0.016957,-0.0116213,0.0093831,0.0009699,-0.0034409,0.0011717,0.001006,-0.0020887,0.0037639,0.0014979,-0.0025173,-0.0017144,-0.000272
Germanic Europe,0.1286762,0.1358606,0.0581597,0.0401917,0.0388517,0.015975,0.0058938,0.0068186,0.0035804,0.000942,-0.0042088,0.0018166,-0.0047986,-0.0013419,0.0087142,0.0035851,-0.0034741,0.0017545,0.0036313,0.0014291,0.0018939,0.001324,0.0012313,0.0079721,-0.0006066
Greece & Albania,0.1193033,0.143899,0.0117795,-0.0212598,0.0204409,-0.0058695,0.0039133,0.0006496,0.0000767,0.0145304,0.0019911,0.0009483,-0.0027223,0.0085105,-0.0149459,-0.0028542,0.0056369,0.0014144,0.0050731,-0.0054168,-0.0075082,0.0009666,0.0036264,0.0012927,-0.0018669
Ireland,0.1333605,0.1340977,0.0611689,0.0488642,0.037788,0.0193517,0.0032928,0.0047129,0.0035683,0.0029265,-0.0069712,0.0058395,-0.0141892,-0.0140763,0.0259353,0.0052146,-0.0111456,0.0018944,0.0005974,0.0017758,0.0051145,0.0012787,0.0002929,0.0144074,0.0006607
Jewish,0.0999697,0.1354294,-0.0083768,-0.0418804,0.0105661,-0.0152309,-0.0012444,-0.0008203,0.0073601,0.0147382,0.0018415,-0.0005878,0.0024711,-0.0004143,-0.0040741,0.000929,-0.0006134,-0.0004058,-0.0000854,-0.0029044,-0.003305,-0.002439,0.0016046,0.0023743,0.0001291
Malta,0.0919124,0.1464901,-0.0024985,-0.0434031,0.0132714,-0.0178141,-0.0044064,-0.0009231,0.0110953,0.0205244,0.0061504,0.0009739,-0.0028989,-0.0007226,-0.0042581,0.0008784,-0.0004074,-0.0037688,-0.0004871,-0.0023606,-0.0061454,-0.0025968,0.0028192,0.0011899,0.002904
Northern Italy,0.1236988,0.1466699,0.0311487,-0.0061152,0.0336918,-0.0020717,0.0026545,0.0022962,0.0093726,0.02291,-0.0027086,0.0061758,-0.0113592,-0.0027353,-0.0016688,-0.0033119,-0.0008705,0.0008533,0.0039302,-0.0030301,-0.0018333,0.0021448,-0.0006353,0.0024092,-0.0009537
Norway,0.1326324,0.1284518,0.0684144,0.0548212,0.040165,0.0204114,0.0042535,0.006118,0.0054148,-0.0017813,-0.0036619,0.00417,-0.0080091,-0.0100207,0.0207126,0.0075709,-0.0065338,0.0030722,0.0018728,0.0028826,0.0054997,0.0045566,0.0023155,0.0152851,0.0007738
Portugal,0.10484364,0.14515298,0.036857289,-0.0031295111,0.0419496,-0.0034086667,-0.0036973778,0.0029844444,0.025642711,0.028979556,-0.0020280444,0.0060413556,-0.011806978,-0.011477778,0.011478911,-0.0013052667,-0.0033059111,-0.00090655556,-0.0050363333,-0.0012617111,0.0014779333,-0.0025911778,0.0014077556,-0.0017993556,-0.00062268889
Sardinia,0.1195239,0.1663193,0.0264112,-0.0503713,0.058252,-0.0227645,-0.0036614,-0.0006923,0.0397656,0.0732964,0.0003432,0.0139368,-0.0253911,-0.0114698,-0.0125158,-0.0055928,0.0081048,-0.0005692,0.001885,-0.0118337,-0.0019609,-0.0003422,-0.0082777,-0.0183641,0.001097
Scotland,0.1314657,0.1342312,0.0622654,0.0470426,0.039106,0.0172812,0.0035502,0.0051756,0.0035719,0.0028246,-0.005614,0.0050473,-0.0116806,-0.0119731,0.023024,0.0031254,-0.0112549,0.0027736,0.0025499,0.0014516,0.0042246,0.0033076,-0.0006559,0.0135561,-0.0007698
Southern Italy,0.1054546,0.1468912,-0.0052255,-0.0412257,0.0154476,-0.0143444,-0.0001899,-0.0020081,0.0059342,0.0207123,0.0020837,0.0027478,-0.0049316,-0.0009917,-0.0071567,-0.0027829,0.002584,0.0003139,0.0018772,-0.0043294,-0.0025047,0.0011653,-0.0001712,0.0019943,-0.000202
Spain,0.117056,0.1463891,0.0418572,0.0001919,0.0445998,-0.0015713,-0.0016975,0.0018825,0.022894,0.0319653,-0.0031215,0.0078895,-0.0150258,-0.0125411,0.0094774,0.000704,-0.0023236,-0.0002883,-0.0021192,-0.0013202,0.0036491,-0.0004785,-0.0025932,-0.0027525,0.0001916
Sweden & Denmark,0.1317202,0.1304754,0.0695102,0.0557046,0.0407831,0.0201234,0.0057692,0.0083478,0.0035428,-0.0046106,-0.0047808,0.0020064,-0.005776,-0.0052228,0.0166312,0.0059913,-0.0058125,0.0018346,0.0031154,0.0046805,0.0062062,0.0024802,0.0009728,0.012684,0.0002066
The Balkans,0.1274976,0.1363266,0.040738,0.0174545,0.0303956,0.0058591,0.0046019,0.0058993,0.000168,0.0003205,-0.0014054,-0.0025263,0.0036586,0.0128775,-0.0133973,-0.0002726,0.006516,0.0003994,0.0041659,-0.0005989,-0.0064426,-0.0024068,0.004926,0.0007642,-0.0014195
Wales,0.1319779,0.1381628,0.0601319,0.0430236,0.0405922,0.0166218,0.0033135,0.006392,0.0062789,0.0043372,-0.0042302,0.0059122,-0.0129112,-0.0109754,0.0205954,0.005708,-0.0087032,0.0023564,0.003086,0.0020072,0.0049849,0.0038518,-1.24e-05,0.0112243,0.0008083